Ubicazione
VIA GALVANI LUIGI N. 15 p.t.+soppalco; (z.d. 9)
VIA GAMBOLOITA N. 7 ; (z.d. 4)
VIA GARIAN N. 18 (z.d. 6)
VIA GARIAN N. 22 ; (z.d. 6)
VIA GARIGLIANO N. 12 ; (z.d. 9)
VIA GARIGLIANO N. 4 ; (z.d. 9)
VIA GARIGLIANO N. 5 ; (z.d. 9)
VIA GENTILI ALBERICO N. 1 ; (z.d. 7)
VIA GESSI ROMOLO N. 34 (z.d. 6)
VIA GESSI ROMOLO N. 48 ; (z.d. 6)
VIA GESSI ROMOLO N. 48 con ingresso v.fra' bartolomeo; (z.d. 6)
VIA GHERARDINI GIOVANNI N. 2 ; (z.d. 1)
VIA GIACOSA GIUSEPPE N. 50 ; (z.d. 2)
VIA GIACOSA GIUSEPPE N. 57 ; (z.d. 2)
VIA GIAMBELLINO N. 110 (z.d. 6)
VIA GIAMBELLINO N. 110 ; (z.d. 6)
VIA GIAMBELLINO N. 128 (z.d. 6)
VIA GIAMBELLINO N. 130 ; (z.d. 6)
VIA GIAMBELLINO N. 15 ; (z.d. 6)
VIA GIAMBELLINO N. 150 (z.d. 6)
VIA GIAMBELLINO N. 41 ingr.via tito vignoli; (z.d. 6)
VIA GIAMBELLINO N. 42 (z.d. 6)
VIA GIAMBELLINO N. 5 (z.d. 6)
VIA GIAMBELLINO N. 5 4 piano interno palestra; (z.d. 6)
VIA GIAMBELLINO N. 50 ; (z.d. 6)
VIA GIAMBELLINO N. 64 ; (z.d. 6)
VIA GIAMBELLINO N. 71 ; (z.d. 6)
VIA GIAMBELLINO num.041a; (z.d. 6)
VIA GIAMBELLINO num.120; (z.d. 6)
VIA GIAMBELLINO num.131; (z.d. 6)
VIA GIARDINO GAETANO N. 1 ; (z.d. 1)
VIA GIGANTE GIACINTO N. 5 ; (z.d. 7)
VIA GIOIA MELCHIORRE N. 123 ; (z.d. 2)
VIA GIOIA MELCHIORRE N. 123 i piano sub 9; (z.d. 2)
VIA GIOIA MELCHIORRE N. 131 ; (z.d. 2)
VIA GIOIA MELCHIORRE N. 135 (z.d. 2)
VIA GIOIA MELCHIORRE N. 139 ; (z.d. 2)
VIA GIOIA MELCHIORRE N. 43 ; (z.d. 9)
VIA GIOIA MELCHIORRE N. 55 (z.d. 2)
VIA GIOIA MELCHIORRE N. 55B (z.d. 2)
VIA GIOIA MELCHIORRE N. 63 ; (z.d. 2)
VIA GIOIA MELCHIORRE N. 71 ; (z.d. 2)
VIA GIOIA MELCHIORRE N. 71 piano interrato; (z.d. 2)
VIA GIOIA MELCHIORRE N. 77 ; (z.d. 2)
VIA GIOIA MELCHIORRE N. 77 lato via muzio; (z.d. 2)
VIA GIOIA MELCHIORRE num.055a; (z.d. 2)
VIA GIOVANNI DA PROCIDA N. 28 ; (z.d. 8)
VIA GIOVANNI DA PROCIDA N. 5 ; (z.d. 8)
VIA GIOVANNI DA PROCIDA N. 7 ; (z.d. 8)
VIA GIOVIO PAOLO N. 19 ; (z.d. 7)
VIA GIOVIO PAOLO N. 4 ; (z.d. 7)
VIA GIOVIO PAOLO N. 45 ; (z.d. 7)
VIA GIOVIO PAOLO N. 8 ; (z.d. 7)
VIA GIUBA N. 28 ; (z.d. 2)
VIA GIUSTI GIUSEPPE N. 28 ; (z.d. 1)
VIA GLUCK CRISTOFORO N. 5 (z.d. 2)
VIA GLUCK CRISTOFORO N. 5 ; (z.d. 2)
VIA GNOCCHI DON CARLO num.033; (z.d. 7)
VIA GOLA EMILIO N. 1 ; (z.d. 6)
VIA GOLA EMILIO num.0162; (z.d. 6)
VIA GOLDONI CARLO N. 77 ; (z.d. 6)
VIA GOLFO DEGLI ARANCI N. 15 ; (z.d. 2)
VIA GONZAGA MAURIZIO N. 2 ; (z.d. 1)
VIA GONZAGA MAURIZIO N. 4 ; (z.d. 1)
VIA GONZAGA MAURIZIO N. 6 ; (z.d. 1)
VIA GORKI MASSIMO N. 10 ; (z.d. 6)
VIA GOVONE GIUSEPPE N. 19 ; (z.d. 8)
VIA GOVONE GIUSEPPE N. 28 ; (z.d. 8)
VIA GOVONE GIUSEPPE N. 29 p.t.; (z.d. 8)
VIA GOVONE GIUSEPPE N. 56 ; (z.d. 8)
VIA GOVONE GIUSEPPE N. 67 ; (z.d. 8)
VIA GOVONE GIUSEPPE N. 94 ; (z.d. 8)
VIA GOVONE GIUSEPPE N. 96 ; (z.d. 8)
VIA GOZZANO GUIDO N. 4 ; (z.d. 3)
VIA GOZZI GASPARE N. 4 ; (z.d. 3)
VIA GOZZOLI BENOZZO N. 130 int. ipercoop la torre; (z.d. 7)
VIA GRAN SAN BERNARDO N. 4 ; (z.d. 8)
VIA GRASSELLI ANNIBALE N. 19 ; (z.d. 4)
VIA GRATOSOGLIO N. 42 ; (z.d. 5)
VIA GRAZIANO IMPERATORE N. 41 ; (z.d. 9)
VIA GRAZIOLI DON BARTOLOMEO N. 10 ; (z.d. 9)
VIA GRAZIOLI DON BARTOLOMEO N. 4 ; (z.d. 9)
VIA GREPPI MARCO N. 8 ; (z.d. 4)
VIA GRIGNA N. 12 ; (z.d. 8)
VIA GRIGNA N. 15 ; (z.d. 8)
VIA GRIGNA N. 9 (z.d. 8)
VIA GRIOLI DON GIOVANNI N. 30 ; (z.d. 9)
VIA GRIZIOTTI GIACOMO N. 4 (z.d. 8)
VIA GROSOTTO N. 1 ; (z.d. 8)
VIA GROSOTTO N. 5 con ingresso via traiano 74; (z.d. 8)
VIA GROSOTTO N. 7 piano terra; (z.d. 8)
VIA GROSSI TOMMASO N. 1 int. park hyatt hotel; (z.d. 1)
VIA GROSSI TOMMASO N. 10 ; (z.d. 1)
VIA GROSSICH ANTONIO N. 11 ; (z.d. 3)
VIA GROSSICH ANTONIO N. 17 ; (z.d. 3)
VIA GROSSICH ANTONIO N. 2 (angolo via e. bassini) (z.d. 3)
VIA GROSSICH ANTONIO N. 2 ; (z.d. 3)
VIA GROSSICH ANTONIO N. 2 ingresso via bassini; (z.d. 3)
VIA GUICCIARDINI FRANCESCO N. 10 ; (z.d. 9)
VIA GUINTELLINO GUGLIELMO N. 13 ; (z.d. 6)
VIA GULLI TOMMASO N. 54 ; (z.d. 7)
VIA HAYEZ FRANCESCO N. 13 ; (z.d. 3)
VIA HERMADA N. 1 ; (z.d. 9)
VIA HERMADA N. 4 ; (z.d. 9)
VIA HERMADA N. 8 ; (z.d. 9)
VIA HUGO VICTOR N. 2 ; (z.d. 1)
VIA ILLIRICO N. 11 (z.d. 3)
VIA ILLIRICO N. 6 ; (z.d. 3)
VIA IMBONATI CARLO N. 21 (z.d. 9)
VIA IMBONATI CARLO N. 21 ; (z.d. 9)
VIA IMBONATI CARLO N. 24 ; (z.d. 9)
VIA IMBONATI CARLO N. 35 i piano; (z.d. 9)
VIA IMBONATI CARLO N. 51 ; (z.d. 9)
VIA IMBONATI CARLO N. 6 ; (z.d. 9)
VIA IMBONATI CARLO N. 61 (z.d. 9)
VIA IMBONATI CARLO N. 75 ; (z.d. 9)
VIA IMBONATI CARLO N. 89 ; (z.d. 9)
VIA IMPERIA N. 11 ; (z.d. 5)
VIA INAMA VIRGILIO N. 1 ; (z.d. 3)
VIA INAMA VIRGILIO N. 10 ; (z.d. 3)
VIA INAMA VIRGILIO N. 25 via inama 25 (z.d. 3)
VIA INGANNI ANGELO N. 2 ; (z.d. 6)
VIA INGANNI ANGELO N. 27 (z.d. 6)
VIA INGANNI ANGELO N. 48 ; (z.d. 6)
VIA INGANNI ANGELO N. 54 ; (z.d. 6)
VIA INGANNI ANGELO N. 64 ; (z.d. 6)
VIA INGANNI ANGELO N. 7 ; (z.d. 6)
VIA INGANNI ANGELO N. 77 ; (z.d. 6)
VIA INGANNI ANGELO N. 83 ; (z.d. 6)
VIA INGEGNOLI FRANCESCO N. 2 ; (z.d. 3)
VIA ISERNIA N. 5 interno m.c.c. qt8; (z.d. 8)
VIA ISIMBARDI INNOCENZO N. 27 (z.d. 5)
VIA ISIMBARDI INNOCENZO N. 4 ; (z.d. 5)
VIA JACOPINO DA TRADATE N. 13 ; (z.d. 8)
VIA JACOPINO DA TRADATE N. 16 ; (z.d. 8)
VIA JACOPO DAL VERME N. 5 ; (z.d. 9)
VIA JAN GIORGIO N. 3 ; (z.d. 3)
VIA JAN GIORGIO N. 6 (z.d. 3)
VIA JAN GIORGIO N. 6 ; (z.d. 3)
VIA KORISTKA FRANCESCO N. 17 ; (z.d. 8)
VIA KORISTKA FRANCESCO N. 2 ; (z.d. 8)
VIA KRAMER ANTONIO N. 13 ; (z.d. 3)
VIA KRAMER ANTONIO N. 20 ; (z.d. 3)
VIA KRAMER ANTONIO N. 23 ; (z.d. 3)
VIA KRAMER ANTONIO N. 33 piano i; (z.d. 3)
VIA LAGRANGE GIUSEPPE N. 1 in seminterrato; (z.d. 5)
VIA LAGRANGE GIUSEPPE N. 1 piano rialzato; (z.d. 5)
VIA LAGRANGE GIUSEPPE N. 13 ; (z.d. 5)
VIA LAGRANGE GIUSEPPE N. 15 ; (z.d. 5)
VIA LAGRANGE GIUSEPPE N. 3 ; (z.d. 5)
VIA LAMARMORA ALFONSO N. 22 ; (z.d. 1)
VIA LAMARMORA ALFONSO N. 36 ; (z.d. 1)
VIA LAMARMORA ALFONSO N. 40A (z.d. 1)
VIA LAMBRATE N. 24 ; (z.d. 3)
VIA LAMBRATE N. 5 ; (z.d. 3)
VIA LAMBRO N. 9 ; (z.d. 3)
VIA LAMPUGNANO N. 175 ; (z.d. 8)
VIA LANINO BERNARDINO N. 11 ; (z.d. 6)
VIA LANINO BERNARDINO N. 9 ; (z.d. 6)
VIA LARGA N. 16 ; (z.d. 1)
VIA LARGA N. 2 ; (z.d. 1)
VIA LARIO N. 30 ; (z.d. 9)
VIA LARIO N. 54 ; (z.d. 9)
VIA LARIO N. 9 ; (z.d. 9)
VIA LARIO num.013a; (z.d. 9)
VIA LASSALLE FERDINANDO N. 5 (z.d. 5)
VIA LASSALLE FERDINANDO N. 7 ; (z.d. 5)
VIA LATTANZIO N. 72 ; (z.d. 4)
VIA LAZZARETTO N. 2 (z.d. 3)
VIA LAZZARETTO N. 2 ; (z.d. 3)
VIA LAZZARETTO N. 3 angolo p.castaldi (z.d. 2)
VIA LAZZARETTO N. 7 ; (z.d. 2)
VIA LAZZARONI GIUSEPPINA N. 10 ; (z.d. 2)
VIA LECCO N. 12 (z.d. 3)
VIA LECCO N. 12 ; (z.d. 3)
VIA LECCO N. 22 ; (z.d. 3)
VIA LECCO N. 4 (z.d. 3)
VIA LECCO N. 5 (z.d. 3)
VIA LECCO N. 6 (z.d. 3)
VIA LEGNANO N. 6 (z.d. 1)
VIA LEGNONE N. 19 ; (z.d. 9)
VIA LEGNONE N. 20 (z.d. 9)
VIA LEGNONE N. 45 ; (z.d. 9)
VIA LEGNONE N. 99 ; (z.d. 9)
VIA LENTASIO N. 8 (z.d. 1)
VIA LEONCAVALLO RUGGERO N. 12 (z.d. 3)
VIA LEONCAVALLO RUGGERO N. 33 ; (z.d. 2)
VIA LEOPARDI GIACOMO N. 26 ; (z.d. 1)
VIA LEOPARDI GIACOMO N. 7 ; (z.d. 1)
VIA LEPETIT ROBERTO N. 29 (z.d. 2)
VIA LEPONTINA N. 11 ; (z.d. 9)
VIA LEPONTINA N. 12 ; (z.d. 9)
VIA LEPONTINA N. 13 (z.d. 9)
VIA LEPONTINA N. 2 via lepontina 2 (z.d. 9)
VIA LESSONA MICHELE N. 1 ; (z.d. 8)
VIA LESSONA MICHELE N. 2 ; (z.d. 8)
VIA LESSONA MICHELE N. 48 ; (z.d. 8)
VIA LESSONA MICHELE N. 57 ; (z.d. 8)
VIA LIPARI N. 4 ; (z.d. 7)
VIA LIPPI FILIPPINO N. 10 ; (z.d. 3)
VIA LISCATE N. 2 ; (z.d. 2)
VIA LITTA MODIGNANI ALESSANDRO N. 7 ; (z.d. 9)
VIA LITTA MODIGNANI ALESSANDRO per rettifica toponomastica num.099c; (z.d. 9)
VIA LITTA POMPEO N. 2 (z.d. 1)
VIA LIVIGNO N. 18 ; (z.d. 9)
VIA LIVIGNO N. 6A (z.d. 9)
VIA LODOVICO IL MORO N. 13 1 locale; (z.d. 6)
VIA LODOVICO IL MORO N. 149 ; (z.d. 6)
VIA LODOVICO IL MORO N. 169 ; (z.d. 6)
VIA LODOVICO IL MORO N. 179 (z.d. 6)
VIA LODOVICO IL MORO N. 3 (z.d. 6)
VIA LODOVICO IL MORO N. 59 ; (z.d. 6)
VIA LODOVICO IL MORO N. 61 (z.d. 6)
VIA LODOVICO IL MORO N. 61 milano (z.d. 6)
VIA LODOVICO IL MORO N. 93 ; (z.d. 6)
VIA LODOVICO IL MORO num.093a; (z.d. 6)
VIA LOMAZZO PAOLO N. 13 vedere rapp. ussl; (z.d. 8)
VIA LOMAZZO PAOLO N. 15 (z.d. 8)
VIA LOMAZZO PAOLO N. 15 ; (z.d. 8)
VIA LOMAZZO PAOLO N. 16 ; (z.d. 8)
VIA LOMAZZO PAOLO N. 2 ; (z.d. 1)
VIA LOMAZZO PAOLO N. 45 in profumeria; (z.d. 8)
VIA LOMAZZO PAOLO N. 6 ; (z.d. 8)
VIA LOMBARDINI ELIA N. 12 ; (z.d. 6)
VIA LOMBARDINI ELIA N. 4 ; (z.d. 6)
VIA LOMBROSO CESARE N. 20 ; (z.d. 4)
VIA LOMBROSO CESARE N. 54 ; (z.d. 4)
VIA LOMELLINA N. 23 ; (z.d. 4)
VIA LOMELLINA N. 26 (z.d. 4)
VIA LOMELLINA N. 48 ; (z.d. 4)
VIA LOMELLINA N. 5 ; (z.d. 4)
VIA LOMELLINA N. 56 ; (z.d. 4)
VIA LONGARONE num.018; (z.d. 8)
VIA LONGHENA BALDASSARE N. 16 ; (z.d. 4)
VIA LOPEZ SABATINO N. 3 ; (z.d. 8)
VIA LORENTEGGIO N. 124 ; (z.d. 6)
VIA LORENTEGGIO N. 141 ; (z.d. 6)
VIA LORENTEGGIO N. 143 ; (z.d. 6)
VIA LORENTEGGIO N. 157 ; (z.d. 6)
VIA LORENTEGGIO N. 157 piano rialzato; (z.d. 6)
VIA LORENTEGGIO N. 163 (z.d. 6)
VIA LORENTEGGIO N. 174 ; (z.d. 6)
VIA LORENTEGGIO N. 181 ; (z.d. 6)
VIA LORENTEGGIO N. 201 ; (z.d. 6)
VIA LORENTEGGIO N. 234 ; (z.d. 6)
VIA LORENTEGGIO N. 236 ; (z.d. 6)
VIA LORENTEGGIO N. 30 ; (z.d. 6)
VIA LORENTEGGIO N. 38 ; (z.d. 6)
VIA LORENTEGGIO N. 43 ; (z.d. 6)
VIA LORENTEGGIO N. 62 ; (z.d. 6)
VIA LORENZO DI CREDI N. 10 ; (z.d. 7)
VIA LORENZO DI CREDI N. 6 ; (z.d. 7)
VIA LORIA MOISE' N. 34 ; (z.d. 6)
VIA LORIA MOISE' N. 76 ; (z.d. 7)
VIA LOSANNA N. 14 ; (z.d. 8)
VIA LOSANNA N. 36 ; (z.d. 8)
VIA LOSANNA N. 5 ; (z.d. 8)
VIA LOVANIO N. 10 ; (z.d. 1)
VIA LUINI BERNARDINO N. 7 ; (z.d. 1)
VIA LUINI BERNARDINO N. 9 ; (z.d. 1)
VIA LULLI GIOVANNI N. 1 (z.d. 3)
VIA LULLI GIOVANNI N. 1 ; (z.d. 3)
VIA LULLI GIOVANNI N. 32 ; (z.d. 3)
VIA LULLI GIOVANNI N. 5 ; (z.d. 3)
VIA LUTERO MARTINO N. 4 ; (z.d. 2)
VIA MAC MAHON N. 1 ; (z.d. 8)
VIA MAC MAHON N. 1 con ingresso via cucchiari; (z.d. 8)
VIA MAC MAHON N. 107 ; (z.d. 8)
VIA MAC MAHON N. 111 ; (z.d. 8)
VIA MAC MAHON N. 12 ; (z.d. 8)
VIA MAC MAHON N. 30 ; (z.d. 8)
VIA MAC MAHON N. 32 (z.d. 8)
VIA MAC MAHON N. 75 ; (z.d. 8)
VIA MAC MAHON N. 79 ; (z.d. 8)
VIA MAC MAHON N. 87 ; (z.d. 8)
VIA MACCHI MAURO N. 4 ; (z.d. 2)
VIA MACCHI MAURO N. 72 ; (z.d. 2)
VIA MADDALENA N. 1 piano terreno e primo piano; (z.d. 1)
VIA MADERNA BRUNO N. 2 ; (z.d. 4)
VIA MADERNA BRUNO N. 2 ingr.da via mecenate; (z.d. 4)
"VIA MADERNA BRUNO N. 2 via maderna, 2 - milano (z.d. 4)"
VIA MADONNINA N. 13 ; (z.d. 1)
VIA MADONNINA N. 15 ; (z.d. 1)
VIA MAESTRI CAMPIONESI N. 4 ; (z.d. 4)
VIA MAFFEI ANDREA N. 15 ; (z.d. 4)
VIA MAFFEI ANDREA N. 20 ; (z.d. 4)
VIA MAFFI CARDINALE PIETRO N. 1 ; (z.d. 9)
VIA MAFFUCCI ANGIOLO N. 24 ; (z.d. 9)
VIA MAFFUCCI ANGIOLO N. 70 ; (z.d. 9)
VIA MAGGI CARLO MARIA num.003; (z.d. 1)
VIA MAGNASCO ALESSANDRO N. 1 ; (z.d. 7)
VIA MAINONI D'INTIGNANO LUIGI N. 1 ; (z.d. 9)
VIA MAIOCCHI ACHILLE N. 15 ; (z.d. 3)
VIA MAIOCCHI ACHILLE N. 31 ; (z.d. 3)
VIA MAIOCCHI ACHILLE N. 8 4ø piano; (z.d. 3)
VIA MAIOCCHI ACHILLE N. 8 primo piano; (z.d. 3)
VIA MALPIGHI MARCELLO N. 3 ; (z.d. 3)
VIA MALPIGHI MARCELLO N. 8 ; (z.d. 3)
VIA MAMBRETTI ANTONIO N. 17 ; (z.d. 8)
VIA MAMBRETTI ANTONIO N. 25 (z.d. 8)
VIA MAMBRETTI ANTONIO N. 25 ; (z.d. 8)
VIA MAMBRETTI ANTONIO N. 40 ; (z.d. 8)
VIA MAMBRETTI ANTONIO N. 5 ; (z.d. 8)
VIA MAMELI GOFFREDO N. 46 (z.d. 4)
VIA MAMELI GOFFREDO N. 48 ; (z.d. 4)
VIA MAMIANI TERENZIO N. 10 ; (z.d. 2)
VIA MANGIAGALLI LUIGI N. 5 ; (z.d. 3)
VIA MANIN DANIELE N. 3 ; (z.d. 1)
VIA MANTEGNA ANDREA N. 2 ; (z.d. 8)
"VIA MANTOVA N. 13 via mantova, 13 - milano (z.d. 5)"
VIA MANTOVA N. 15 ; (z.d. 5)
VIA MANTOVA N. 2 ; (z.d. 5)
VIA MANTOVA N. 3 (z.d. 5)
VIA MANUZIO ALDO N. 6 (z.d. 2)
VIA MANZONI ALESSANDRO N. 16 ; (z.d. 1)
VIA MANZONI ALESSANDRO N. 31 (z.d. 1)
VIA MANZONI ALESSANDRO N. 39 ; (z.d. 1)
VIA MARCELLO BENEDETTO N. 10 (z.d. 3)
VIA MARCELLO BENEDETTO N. 20 (z.d. 3)
VIA MARCELLO BENEDETTO N. 77 ; (z.d. 3)
VIA MARCELLO BENEDETTO N. 91 ; (z.d. 3)
VIA MARCHESI POMPEO N. 41 (z.d. 7)
VIA MARCHIONNI CARLOTTA N. 23 ; (z.d. 9)
VIA MARCHIONNI CARLOTTA N. 3 ; (z.d. 9)
VIA MARCIANO N. 12 ; (z.d. 4)
VIA MARCIANO N. 7 ; (z.d. 4)
VIA MARCO AURELIO N. 8 ; (z.d. 2)
VIA MARCO D'AGRATE N. 14 (z.d. 5)
VIA MARCO D'AGRATE N. 15 ; (z.d. 5)
VIA MARCO D'AGRATE N. 25 ; (z.d. 5)
VIA MARCO D'AGRATE N. 6 ; (z.d. 5)
VIA MARCO D'OGGIONO N. 10 ; (z.d. 1)
VIA MARCO D'OGGIONO N. 2 ; (z.d. 1)
VIA MARCONA N. 53 ; (z.d. 4)
VIA MARCONA N. 70 ; (z.d. 4)
VIA MARCONA N. 90 (z.d. 4)
VIA MARCONA N. 90 ; (z.d. 4)
VIA MARESCALCHI FERDINANDO N. 11 ; (z.d. 3)
VIA MARGHERA N. 10 ; (z.d. 7)
VIA MARGHERA N. 14 ; (z.d. 7)
VIA MARGHERA N. 18 ; (z.d. 7)
VIA MARIANI POMPEO N. 4 (z.d. 2)
VIA MARINETTI FILIPPO TOMMASO N. 2 ; (z.d. 2)
VIA MAROCCO PIETRO N. 10 ; (z.d. 2)
VIA MAROCCO PIETRO N. 17 ; (z.d. 2)
VIA MAROCHETTI CARLO N. 19 ; (z.d. 4)
VIA MAROCHETTI CARLO N. 21 ; (z.d. 4)
VIA MAROCHETTI CARLO N. 9 ; (z.d. 4)
VIA MARONCELLI PIETRO N. 19 (z.d. 9)
VIA MARONCELLI PIETRO N. 2 ; (z.d. 9)
VIA MARSALA N. 2 ; (z.d. 1)
VIA MARSALA N. 9 ; (z.d. 1)
VIA MARTINENGO FRANCESCO N. 2 ; (z.d. 4)
VIA MARTINETTI PIERO N. 31 ; (z.d. 7)
VIA MARTIRI OSCURI N. 3 ; (z.d. 2)
VIA MARTIRI TRIESTINI N. 3 ; (z.d. 7)
VIA MARX CARLO N. 18 ; (z.d. 7)
VIA MASACCIO N. 19 interno grand hotel; (z.d. 8)
VIA MASACCIO N. 3 ; (z.d. 8)
VIA MASCHERONI LORENZO N. 14 (z.d. 1)
VIA MASCHERONI LORENZO N. 20 (z.d. 1)
VIA MASCHERONI LORENZO N. 22 ; (z.d. 1)
VIA MASOLINO DA PANICALE N. 12 ; (z.d. 8)
VIA MASOLINO DA PANICALE N. 2 (z.d. 8)
VIA MASOLINO DA PANICALE N. 2 ; (z.d. 8)
VIA MASOLINO DA PANICALE N. 9 ; (z.d. 8)
VIA MASOTTO UMBERTO N. 20 (z.d. 4)
VIA MASOTTO UMBERTO N. 20 ; (z.d. 4)
VIA MASOTTO UMBERTO N. 30 ; (z.d. 4)
VIA MASSARA DE CAPITANI N. 3 ingresso in via degli imbriani; (z.d. 9)
VIA MASSARENTI GIUSEPPE N. 18 ; (z.d. 7)
VIA MASSENA ANDREA ingresso c.so sempione civ.21 num.002a; (z.d. 8)
VIA MAURI ACHILLE N. 4 (z.d. 1)
VIA MAURI ACHILLE N. 4 ; (z.d. 1)
VIA MAURI ANGELO N. 3 ; (z.d. 7)
VIA MAURI ANGELO N. 5 ; (z.d. 7)
VIA MAURI ANGELO N. 6 ; (z.d. 7)
VIA MAZZINI GIUSEPPE N. 12 (z.d. 1)
VIA MAZZINI GIUSEPPE N. 15 ; (z.d. 1)
VIA MAZZINI GIUSEPPE N. 16 ; (z.d. 1)
VIA MAZZINI GIUSEPPE N. 20 ; (z.d. 1)
VIA MAZZOLARI DON PRIMO N. 33 ; (z.d. 6)
VIA MECENATE N. 10 ; (z.d. 4)
VIA MECENATE N. 107 ; (z.d. 4)
VIA MECENATE N. 32 ; (z.d. 4)
VIA MECENATE N. 34 ; (z.d. 4)
VIA MECENATE N. 38 ; (z.d. 4)
VIA MECENATE N. 5 ; (z.d. 4)
VIA MECENATE N. 99 ; (z.d. 4)
VIA MECENATE num.076; (z.d. 4)
VIA MEDA GIUSEPPE N. 15 ; (z.d. 5)
VIA MEDA GIUSEPPE N. 17 ; (z.d. 5)
VIA MEDA GIUSEPPE N. 23 ; (z.d. 5)
VIA MEDA GIUSEPPE N. 33 ; (z.d. 5)
VIA MEDA GIUSEPPE N. 34 ; (z.d. 5)
VIA MEDA GIUSEPPE N. 35 ; (z.d. 5)
VIA MEDA GIUSEPPE N. 38 (z.d. 5)
VIA MEDA GIUSEPPE N. 38 ; (z.d. 5)
VIA MEDA GIUSEPPE N. 52 ; (z.d. 5)
VIA MEDA GIUSEPPE N. 53 (z.d. 5)
VIA MEDA GIUSEPPE N. 55 (z.d. 5)
VIA MEDA GIUSEPPE N. 57 ; (z.d. 5)
VIA MEDA GIUSEPPE N. 58 (z.d. 5)
VIA MEDA GIUSEPPE N. 6 ; (z.d. 5)
VIA MEDA GIUSEPPE N. 7 ; (z.d. 5)
VIA MEDA GIUSEPPE num.033a; (z.d. 5)
VIA MEDEGHINO N. 15 ; (z.d. 5)
VIA MEDEGHINO N. 3 ; (z.d. 5)
VIA MEDEGHINO N. 32 ; (z.d. 5)
VIA MEDEGHINO N. 39 ; (z.d. 5)
VIA MEDEGHINO N. 4 ; (z.d. 5)
VIA MELATO MARIA N. 10 ; (z.d. 8)
VIA MELLONI MACEDONIO N. 30 (z.d. 4)
VIA MELLONI MACEDONIO N. 32 ; (z.d. 4)
VIA MELLONI MACEDONIO N. 37 ; (z.d. 4)
VIA MELORIA N. 14 (z.d. 8)
VIA MELZO N. 22 (z.d. 3)
VIA MELZO N. 22 ; (z.d. 3)
VIA MELZO N. 23 1ø piano; (z.d. 3)
VIA MELZO N. 30 ; (z.d. 3)
VIA MENABREA LUIGI FEDERICO N. 14 ; (z.d. 9)
VIA MENABREA LUIGI FEDERICO N. 20 (z.d. 9)
VIA MENABREA LUIGI FEDERICO N. 20 ; (z.d. 9)
VIA MENOTTI CIRO N. 1 ; (z.d. 3)
VIA MENOTTI CIRO N. 35 via ciro menotti 35 (z.d. 3)
VIA MENOTTI CIRO N. 6 ; (z.d. 3)
VIA MENOTTI CIRO N. 8 ; (z.d. 3)
VIA MENOTTI CIRO iø piano num.011c; (z.d. 3)
VIA MENOTTI CIRO num.0313; (z.d. 3)
VIA MERAVIGLI N. 16 ; (z.d. 1)
VIA MERAVIGLI N. 7 ; (z.d. 1)
VIA MERAVIGLI al p.t.- interr.- 2øp.interr. num.01214; (z.d. 1)
VIA MERCADANTE SAVERIO N. 10 ; (z.d. 3)
VIA MERCADANTE SAVERIO N. 17 ; (z.d. 3)
VIA MERCADANTE SAVERIO N. 9 ; (z.d. 3)
VIA MERCALLI GIUSEPPE N. 7 ; (z.d. 1)
VIA MERCATO N. 10 ; (z.d. 1)
VIA MERLO CARLO GIUSEPPE N. 1 p.t. + soppalco; (z.d. 1)
VIA MERLO CARLO GIUSEPPE N. 3 (z.d. 1)
VIA MESSINA N. 13 ; (z.d. 8)
VIA MESSINA N. 17 piano seminterrato; (z.d. 8)
VIA MESSINA N. 2 ; (z.d. 8)
VIA MESSINA N. 6 ; (z.d. 8)
VIA MESTRE N. 7 (z.d. 3)
VIA MESTRE N. 7 interno palestra; (z.d. 3)
VIA MEUCCI ANTONIO N. 11 ; (z.d. 2)
VIA MEUCCI ANTONIO N. 2 ; (z.d. 2)
VIA MEUCCI ANTONIO N. 22 (z.d. 2)
VIA MEUCCI ANTONIO N. 70 (z.d. 2)
VIA MICHELINO DA BESOZZO N. 10 ; (z.d. 8)
VIA MICHELINO DA BESOZZO N. 6 ; (z.d. 8)
VIA MICHETTI FRANCESCO PAOLO N. 1 ; (z.d. 9)
VIA MILAZZO N. 6 1ø piano; (z.d. 1)
VIA MILAZZO N. 6 ; (z.d. 1)
VIA MILLELIRE DOMENICO N. 10 (z.d. 7)
VIA MILLELIRE DOMENICO N. 12 (z.d. 7)
VIA MILLELIRE DOMENICO N. 15 ; (z.d. 7)
VIA MILLELIRE DOMENICO N. 19 ; (z.d. 7)
VIA MILLELIRE DOMENICO N. 20 ; (z.d. 7)
VIA MILLELIRE DOMENICO N. 6 (z.d. 7)
VIA MILLY MIGNONE CARLA N. 5 ; (z.d. 7)
VIA MINCIO N. 10 ; (z.d. 4)
VIA MINCIO N. 12 ; (z.d. 4)
VIA MINCIO N. 3 ; (z.d. 4)
VIA MINTURNO N. 1 ; (z.d. 2)
VIA MODENA GUSTAVO N. 15 ; (z.d. 3)
VIA MODENA GUSTAVO N. 21 ; (z.d. 3)
VIA MODENA GUSTAVO N. 25 ; (z.d. 3)
VIA MODENA GUSTAVO N. 30 ; (z.d. 3)
VIA MODESTINO N. 1 (z.d. 1)
VIA MOLA PIER FRANCESCO N. 3 ; (z.d. 8)
VIA MOLA PIER FRANCESCO N. 7 ; (z.d. 8)
